fio version 2 iolog
/dev/sdb read 5300551680 1048576
/dev/sdb read 10103029760 1048576
/dev/sdb read 632291328 1048576
/dev/sdb read 9535750144 1048576
/dev/sdb read 2446327808 1048576
/dev/sdb read 7987003392 1048576
/dev/sdb read 1858076672 1048576
/dev/sdb read 6431965184 1048576
/dev/sdb read 5084545024 1048576
/dev/sdb read 7316963328 1048576
/dev/sdb read 367001600 1048576
/dev/sdb read 152043520 1048576
/dev/sdb read 9704570880 1048576
/dev/sdb read 3954180096 1048576
/dev/sdb read 2674917376 1048576
/dev/sdb read 8140095488 1048576
/dev/sdb read 4501536768 1048576
/dev/sdb read 5291114496 1048576
/dev/sdb read 1178599424 1048576
/dev/sdb read 7566524416 1048576
/dev/sdb read 10480517120 1048576
/dev/sdb read 5318377472 1048576
/dev/sdb read 36700160 1048576
/dev/sdb read 449839104 1048576
/dev/sdb read 473956352 1048576
/dev/sdb read 1784676352 1048576
/dev/sdb read 5966397440 1048576
/dev/sdb read 10450108416 1048576
/dev/sdb read 5278531584 1048576
/dev/sdb read 586153984 1048576
/dev/sdb read 6331301888 1048576
/dev/sdb read 5296357376 1048576
/dev/sdb read 4540334080 1048576
/dev/sdb read 10182721536 1048576
/dev/sdb read 10143924224 1048576
/dev/sdb read 1454374912 1048576
/dev/sdb read 2759852032 1048576
/dev/sdb read 3645898752 1048576
/dev/sdb read 9302966272 1048576
/dev/sdb read 2902458368 1048576
/dev/sdb read 9969860608 1048576
/dev/sdb read 5662310400 1048576
/dev/sdb read 3261071360 1048576
/dev/sdb read 5358223360 1048576
/dev/sdb read 9505341440 1048576
/dev/sdb read 3388997632 1048576
/dev/sdb read 10604249088 1048576
/dev/sdb read 731906048 1048576
/dev/sdb read 1892679680 1048576
/dev/sdb read 6800015360 1048576
/dev/sdb read 1387266048 1048576
/dev/sdb read 98566144 1048576
/dev/sdb read 7119831040 1048576
/dev/sdb read 2725249024 1048576
/dev/sdb read 1262485504 1048576
/dev/sdb read 6779043840 1048576
/dev/sdb read 3806330880 1048576
/dev/sdb read 5428477952 1048576
/dev/sdb read 8456765440 1048576
/dev/sdb read 7788822528 1048576
/dev/sdb read 8608808960 1048576
/dev/sdb read 10250878976 1048576
/dev/sdb read 4359979008 1048576
/dev/sdb read 5641338880 1048576
/dev/sdb read 1611661312 1048576
/dev/sdb read 4388290560 1048576
/dev/sdb read 10497294336 1048576
/dev/sdb read 4235198464 1048576
/dev/sdb read 7510949888 1048576
/dev/sdb read 2077229056 1048576
/dev/sdb read 859832320 1048576
/dev/sdb read 9738125312 1048576
/dev/sdb read 8778678272 1048576
/dev/sdb read 5015339008 1048576
/dev/sdb read 1885339648 1048576
/dev/sdb read 10248781824 1048576
/dev/sdb read 4045406208 1048576
/dev/sdb read 3959422976 1048576
/dev/sdb read 7521435648 1048576
/dev/sdb read 4606394368 1048576
/dev/sdb read 6316621824 1048576
/dev/sdb read 10009706496 1048576
/dev/sdb read 2820669440 1048576
/dev/sdb read 1184890880 1048576
/dev/sdb read 2022703104 1048576
/dev/sdb read 586153984 1048576
/dev/sdb read 2122317824 1048576
/dev/sdb read 113246208 1048576
/dev/sdb read 8062500864 1048576
/dev/sdb read 8130658304 1048576
/dev/sdb read 9585033216 1048576
/dev/sdb read 8239710208 1048576
/dev/sdb read 8805941248 1048576
/dev/sdb read 1075838976 1048576
/dev/sdb read 6551502848 1048576
/dev/sdb read 4696571904 1048576
/dev/sdb read 9940500480 1048576
/dev/sdb read 6667894784 1048576
/dev/sdb read 9324986368 1048576
/dev/sdb read 5807013888 1048576
/dev/sdb read 6275727360 1048576
/dev/sdb read 2878341120 1048576
/dev/sdb read 295698432 1048576
/dev/sdb read 6082789376 1048576
/dev/sdb read 5186256896 1048576
/dev/sdb read 8351907840 1048576
/dev/sdb read 5453643776 1048576
/dev/sdb read 2449473536 1048576
/dev/sdb read 5963251712 1048576
/dev/sdb read 876609536 1048576
/dev/sdb read 2316304384 1048576
/dev/sdb read 9960423424 1048576
/dev/sdb read 10089398272 1048576
/dev/sdb read 174063616 1048576
/dev/sdb read 6405750784 1048576
/dev/sdb read 9567207424 1048576
/dev/sdb read 9998172160 1048576
/dev/sdb read 404750336 1048576
/dev/sdb read 1320157184 1048576
/dev/sdb read 3266314240 1048576
/dev/sdb read 761266176 1048576
/dev/sdb read 1326448640 1048576
/dev/sdb read 5821693952 1048576
/dev/sdb read 4775215104 1048576
/dev/sdb read 1200619520 1048576
/dev/sdb read 6413090816 1048576
/dev/sdb read 1844445184 1048576
/dev/sdb read 2082471936 1048576
/dev/sdb read 9642704896 1048576
/dev/sdb read 3940548608 1048576
/dev/sdb read 751828992 1048576
/dev/sdb read 10700718080 1048576
/dev/sdb read 5918162944 1048576
/dev/sdb read 858783744 1048576
/dev/sdb read 1374683136 1048576
/dev/sdb read 8959033344 1048576
/dev/sdb read 9229565952 1048576
/dev/sdb read 10177478656 1048576
/dev/sdb read 8717860864 1048576
/dev/sdb read 10521411584 1048576
/dev/sdb read 433061888 1048576
/dev/sdb read 3325034496 1048576
/dev/sdb read 7442792448 1048576
/dev/sdb read 5586812928 1048576
/dev/sdb read 4352638976 1048576
/dev/sdb read 2219835392 1048576
/dev/sdb read 268435456 1048576
/dev/sdb read 8337227776 1048576
/dev/sdb read 1299185664 1048576
/dev/sdb read 4432330752 1048576
/dev/sdb read 6765412352 1048576
/dev/sdb read 8752463872 1048576
/dev/sdb read 7798259712 1048576
/dev/sdb read 2067791872 1048576
/dev/sdb read 9180282880 1048576
/dev/sdb read 2571108352 1048576
/dev/sdb read 8943304704 1048576
/dev/sdb read 3427794944 1048576
/dev/sdb read 9564061696 1048576
/dev/sdb read 4258267136 1048576
/dev/sdb read 8825864192 1048576
/dev/sdb read 9263120384 1048576
/dev/sdb read 8679063552 1048576
/dev/sdb read 5276434432 1048576
/dev/sdb read 9966714880 1048576
/dev/sdb read 7065305088 1048576
/dev/sdb read 9958326272 1048576
/dev/sdb read 3081764864 1048576
/dev/sdb read 685768704 1048576
/dev/sdb read 3183476736 1048576
/dev/sdb read 7760510976 1048576
/dev/sdb read 5518655488 1048576
/dev/sdb read 7961837568 1048576
/dev/sdb read 3016753152 1048576
/dev/sdb read 10074718208 1048576
/dev/sdb read 2830106624 1048576
/dev/sdb read 7258243072 1048576
/dev/sdb read 4437573632 1048576
/dev/sdb read 8114929664 1048576
/dev/sdb read 1308622848 1048576
/dev/sdb read 9857662976 1048576
/dev/sdb read 7828668416 1048576
/dev/sdb read 9933160448 1048576
/dev/sdb read 2500853760 1048576
/dev/sdb read 7173308416 1048576
/dev/sdb read 2872049664 1048576
/dev/sdb read 4029677568 1048576
/dev/sdb read 7974420480 1048576
/dev/sdb read 7036993536 1048576
/dev/sdb read 3419406336 1048576
/dev/sdb read 5649727488 1048576
/dev/sdb read 7149191168 1048576
/dev/sdb read 2527068160 1048576
/dev/sdb read 1519386624 1048576
/dev/sdb read 9481224192 1048576
/dev/sdb read 1297088512 1048576
/dev/sdb read 9558818816 1048576
/dev/sdb read 5368709120 1048576
/dev/sdb read 6841958400 1048576
/dev/sdb read 3351248896 1048576
/dev/sdb read 8690597888 1048576
/dev/sdb read 7365197824 1048576
/dev/sdb read 4851761152 1048576
/dev/sdb read 1413480448 1048576
/dev/sdb read 2909798400 1048576
/dev/sdb read 7328497664 1048576
/dev/sdb read 9297723392 1048576
/dev/sdb read 1948254208 1048576
/dev/sdb read 6613368832 1048576
/dev/sdb read 6739197952 1048576
/dev/sdb read 8223981568 1048576
/dev/sdb read 10297016320 1048576
/dev/sdb read 2453667840 1048576
/dev/sdb read 2213543936 1048576
/dev/sdb read 4845469696 1048576
/dev/sdb read 1867513856 1048576
/dev/sdb read 6659506176 1048576
/dev/sdb read 9807331328 1048576
/dev/sdb read 7554990080 1048576
/dev/sdb read 1871708160 1048576
/dev/sdb read 962592768 1048576
/dev/sdb read 3940548608 1048576
/dev/sdb read 10320084992 1048576
/dev/sdb read 1278214144 1048576
/dev/sdb read 255852544 1048576
/dev/sdb read 90177536 1048576
/dev/sdb read 10558111744 1048576
/dev/sdb read 6774849536 1048576
/dev/sdb read 674234368 1048576
/dev/sdb read 7077888000 1048576
/dev/sdb read 613416960 1048576
/dev/sdb read 2884632576 1048576
/dev/sdb read 5885657088 1048576
/dev/sdb read 6877609984 1048576
/dev/sdb read 5679087616 1048576
/dev/sdb read 3131047936 1048576
/dev/sdb read 3274702848 1048576
/dev/sdb read 10069475328 1048576
/dev/sdb read 10381950976 1048576
/dev/sdb read 1109393408 1048576
/dev/sdb read 2378170368 1048576
/dev/sdb read 10024386560 1048576
/dev/sdb read 1862270976 1048576
/dev/sdb read 5085593600 1048576
/dev/sdb read 6915358720 1048576
/dev/sdb read 6635388928 1048576
/dev/sdb read 3458203648 1048576
/dev/sdb read 1868562432 1048576
/dev/sdb read 5471469568 1048576
/dev/sdb read 7375683584 1048576
/dev/sdb read 2016411648 1048576
/dev/sdb read 3946840064 1048576
/dev/sdb read 6471811072 1048576
/dev/sdb read 2416967680 1048576
/dev/sdb read 4458545152 1048576
/dev/sdb read 8524922880 1048576
/dev/sdb read 8649703424 1048576
/dev/sdb read 4072669184 1048576
/dev/sdb read 7136608256 1048576
/dev/sdb read 3243245568 1048576
/dev/sdb read 7196377088 1048576
/dev/sdb read 5952765952 1048576
/dev/sdb read 9377415168 1048576
/dev/sdb read 10146021376 1048576
/dev/sdb read 7484735488 1048576
/dev/sdb read 8905555968 1048576
/dev/sdb read 377487360 1048576
/dev/sdb read 854589440 1048576
/dev/sdb read 3629121536 1048576
/dev/sdb read 9596567552 1048576
/dev/sdb read 5065670656 1048576
/dev/sdb read 8201961472 1048576
/dev/sdb read 6614417408 1048576
/dev/sdb read 7246708736 1048576
/dev/sdb read 815792128 1048576
/dev/sdb read 9335472128 1048576
/dev/sdb read 3417309184 1048576
/dev/sdb read 9062842368 1048576
/dev/sdb read 517996544 1048576
/dev/sdb read 4260364288 1048576
/dev/sdb read 208666624 1048576
/dev/sdb read 9941549056 1048576
/dev/sdb read 5000658944 1048576
/dev/sdb read 5334106112 1048576
/dev/sdb read 6631194624 1048576
/dev/sdb read 4222615552 1048576
/dev/sdb read 6320816128 1048576
/dev/sdb read 8434745344 1048576
/dev/sdb read 2237661184 1048576
/dev/sdb read 3402629120 1048576
/dev/sdb read 7350517760 1048576
/dev/sdb read 6186598400 1048576
/dev/sdb read 10304356352 1048576
/dev/sdb read 3868196864 1048576
/dev/sdb read 7567572992 1048576
/dev/sdb read 2658140160 1048576
/dev/sdb read 6832521216 1048576
/dev/sdb read 6322913280 1048576
/dev/sdb read 7471104000 1048576
/dev/sdb read 643825664 1048576
/dev/sdb read 4935647232 1048576
/dev/sdb read 4527751168 1048576
/dev/sdb read 65011712 1048576
/dev/sdb read 3555721216 1048576
/dev/sdb read 8620343296 1048576
/dev/sdb read 937426944 1048576
/dev/sdb read 235929600 1048576
/dev/sdb read 4215275520 1048576
/dev/sdb read 8035237888 1048576
/dev/sdb read 7582253056 1048576
/dev/sdb read 2962227200 1048576
/dev/sdb read 942669824 1048576
/dev/sdb read 8981053440 1048576
/dev/sdb read 9831448576 1048576
/dev/sdb read 7158628352 1048576
/dev/sdb read 5813305344 1048576
/dev/sdb read 1164967936 1048576
/dev/sdb read 5578424320 1048576
/dev/sdb read 5294260224 1048576
/dev/sdb read 10063183872 1048576
/dev/sdb read 10120855552 1048576
/dev/sdb read 8910798848 1048576
/dev/sdb read 1278214144 1048576
/dev/sdb read 4003463168 1048576
/dev/sdb read 1286602752 1048576
/dev/sdb read 3433037824 1048576
/dev/sdb read 487587840 1048576
/dev/sdb read 688914432 1048576
/dev/sdb read 6848249856 1048576
/dev/sdb read 977272832 1048576
/dev/sdb read 1010827264 1048576
/dev/sdb read 3386900480 1048576
/dev/sdb read 7126122496 1048576
/dev/sdb read 2637168640 1048576
/dev/sdb read 2366636032 1048576
/dev/sdb read 7154434048 1048576
/dev/sdb read 2874146816 1048576
/dev/sdb read 10081009664 1048576
/dev/sdb read 4447010816 1048576
/dev/sdb read 4473225216 1048576
/dev/sdb read 2962227200 1048576
/dev/sdb read 5511315456 1048576
/dev/sdb read 2848980992 1048576
/dev/sdb read 3006267392 1048576
/dev/sdb read 946864128 1048576
/dev/sdb read 8652849152 1048576
/dev/sdb read 6567231488 1048576
/dev/sdb read 1953497088 1048576
/dev/sdb read 5054136320 1048576
/dev/sdb read 8994684928 1048576
/dev/sdb read 8631877632 1048576
/dev/sdb read 3980394496 1048576
/dev/sdb read 10029629440 1048576
/dev/sdb read 9518972928 1048576
/dev/sdb read 8955887616 1048576
/dev/sdb read 2608857088 1048576
/dev/sdb read 7361003520 1048576
/dev/sdb read 7622098944 1048576
/dev/sdb read 2530213888 1048576
/dev/sdb read 9463398400 1048576
/dev/sdb read 4155506688 1048576
/dev/sdb read 10617880576 1048576
/dev/sdb read 6151995392 1048576
/dev/sdb read 3220176896 1048576
/dev/sdb read 5251268608 1048576
/dev/sdb read 1844445184 1048576
/dev/sdb read 1049624576 1048576
/dev/sdb read 530579456 1048576
/dev/sdb read 9113174016 1048576
/dev/sdb read 6282018816 1048576
/dev/sdb read 4328521728 1048576
/dev/sdb read 9782165504 1048576
/dev/sdb read 5900337152 1048576
/dev/sdb read 529530880 1048576
/dev/sdb read 2585788416 1048576
/dev/sdb read 1211105280 1048576
/dev/sdb read 3726639104 1048576
/dev/sdb read 223346688 1048576
/dev/sdb read 2677014528 1048576
/dev/sdb read 5233442816 1048576
/dev/sdb read 3569352704 1048576
/dev/sdb read 7496269824 1048576
/dev/sdb read 6968836096 1048576
/dev/sdb read 571473920 1048576
/dev/sdb read 7886340096 1048576
/dev/sdb read 2626682880 1048576
/dev/sdb read 7920943104 1048576
/dev/sdb read 10527703040 1048576
/dev/sdb read 1625292800 1048576
/dev/sdb read 10725883904 1048576
/dev/sdb read 1442840576 1048576
/dev/sdb read 3608150016 1048576
/dev/sdb read 9189720064 1048576
/dev/sdb read 5071962112 1048576
/dev/sdb read 5846859776 1048576
/dev/sdb read 9311354880 1048576
/dev/sdb read 5556404224 1048576
/dev/sdb read 3589275648 1048576
/dev/sdb read 4978638848 1048576
/dev/sdb read 8622440448 1048576
/dev/sdb read 2558525440 1048576
/dev/sdb read 10693378048 1048576
/dev/sdb read 2018508800 1048576
/dev/sdb read 5498732544 1048576
/dev/sdb read 10486808576 1048576
/dev/sdb read 4683988992 1048576
/dev/sdb read 3991928832 1048576
/dev/sdb read 10564403200 1048576
/dev/sdb read 7905214464 1048576
/dev/sdb read 1246756864 1048576
/dev/sdb read 3139436544 1048576
/dev/sdb read 2178940928 1048576
/dev/sdb read 246415360 1048576
/dev/sdb read 3403677696 1048576
/dev/sdb read 1326448640 1048576
/dev/sdb read 5711593472 1048576
/dev/sdb read 7278166016 1048576
/dev/sdb read 2421161984 1048576
/dev/sdb read 1613758464 1048576
/dev/sdb read 6217007104 1048576
/dev/sdb read 9873391616 1048576
/dev/sdb read 7073693696 1048576
/dev/sdb read 6649020416 1048576
/dev/sdb read 9165602816 1048576
/dev/sdb read 9072279552 1048576
/dev/sdb read 2345664512 1048576
/dev/sdb read 10560208896 1048576
/dev/sdb read 4255121408 1048576
/dev/sdb read 5501878272 1048576
/dev/sdb read 3294625792 1048576
/dev/sdb read 1332740096 1048576
/dev/sdb read 7580155904 1048576
/dev/sdb read 9153019904 1048576
/dev/sdb read 6109003776 1048576
/dev/sdb read 4988076032 1048576
/dev/sdb read 735051776 1048576
/dev/sdb read 7709130752 1048576
/dev/sdb read 851443712 1048576
/dev/sdb read 10355736576 1048576
/dev/sdb read 272629760 1048576
/dev/sdb read 803209216 1048576
/dev/sdb read 5663358976 1048576
/dev/sdb read 1853882368 1048576
/dev/sdb read 750780416 1048576
/dev/sdb read 3572498432 1048576
/dev/sdb read 8680112128 1048576
/dev/sdb read 9145679872 1048576
/dev/sdb read 5734662144 1048576
/dev/sdb read 23068672 1048576
/dev/sdb read 7500464128 1048576
/dev/sdb read 8167358464 1048576
/dev/sdb read 8827961344 1048576
/dev/sdb read 6225395712 1048576
/dev/sdb read 4437573632 1048576
/dev/sdb read 3646947328 1048576
/dev/sdb read 7887388672 1048576
/dev/sdb read 6063915008 1048576
/dev/sdb read 4687134720 1048576
/dev/sdb read 7774142464 1048576
/dev/sdb read 217055232 1048576
/dev/sdb read 5803868160 1048576
/dev/sdb read 5535432704 1048576
/dev/sdb read 3127902208 1048576
/dev/sdb read 6669991936 1048576
/dev/sdb read 2759852032 1048576
/dev/sdb read 5391777792 1048576
/dev/sdb read 9782165504 1048576
/dev/sdb read 9543090176 1048576
/dev/sdb read 3234856960 1048576
/dev/sdb read 3296722944 1048576
/dev/sdb read 3215982592 1048576
/dev/sdb read 2790260736 1048576
/dev/sdb read 4991221760 1048576
/dev/sdb read 4190109696 1048576
/dev/sdb read 4795138048 1048576
/dev/sdb read 1793064960 1048576
/dev/sdb read 3905945600 1048576
/dev/sdb read 3157262336 1048576
/dev/sdb read 9693036544 1048576
/dev/sdb read 7315914752 1048576
/dev/sdb read 8752463872 1048576
/dev/sdb read 9110028288 1048576
/dev/sdb read 4793040896 1048576
/dev/sdb read 4217372672 1048576
/dev/sdb read 7714373632 1048576
/dev/sdb read 4935647232 1048576
/dev/sdb read 8455716864 1048576
/dev/sdb read 8787066880 1048576
/dev/sdb read 1399848960 1048576
/dev/sdb read 1861222400 1048576
/dev/sdb read 1631584256 1048576
/dev/sdb read 9159311360 1048576
/dev/sdb read 625999872 1048576
/dev/sdb read 4869586944 1048576
/dev/sdb read 7692353536 1048576
/dev/sdb read 8952741888 1048576
/dev/sdb read 5532286976 1048576
/dev/sdb read 10173284352 1048576
/dev/sdb read 10410262528 1048576
/dev/sdb read 7668236288 1048576
/dev/sdb read 7946108928 1048576
/dev/sdb read 7704936448 1048576
/dev/sdb read 9439281152 1048576
/dev/sdb read 4506779648 1048576
/dev/sdb read 10008657920 1048576
/dev/sdb read 876609536 1048576
/dev/sdb read 443547648 1048576
/dev/sdb read 8277458944 1048576
/dev/sdb read 688914432 1048576
/dev/sdb read 7575961600 1048576
/dev/sdb read 6371147776 1048576
/dev/sdb read 941621248 1048576
/dev/sdb read 6596591616 1048576
/dev/sdb read 852492288 1048576
/dev/sdb read 10487857152 1048576
/dev/sdb read 7550795776 1048576
/dev/sdb read 10675552256 1048576
/dev/sdb read 595591168 1048576
/dev/sdb read 9921626112 1048576
/dev/sdb read 3415212032 1048576
/dev/sdb read 8570011648 1048576
/dev/sdb read 5156896768 1048576
/dev/sdb read 1349517312 1048576
/dev/sdb read 1287651328 1048576
/dev/sdb read 8482979840 1048576
/dev/sdb read 4251975680 1048576
/dev/sdb read 4179623936 1048576
/dev/sdb read 10411311104 1048576
/dev/sdb read 4592762880 1048576
/dev/sdb read 3490709504 1048576
/dev/sdb read 10681843712 1048576
/dev/sdb read 2048917504 1048576
/dev/sdb read 3384803328 1048576
/dev/sdb read 8755609600 1048576
/dev/sdb read 5497683968 1048576
/dev/sdb read 3745513472 1048576
/dev/sdb read 8218738688 1048576
/dev/sdb read 7364149248 1048576
/dev/sdb read 4248829952 1048576
/dev/sdb read 8139046912 1048576
/dev/sdb read 3424649216 1048576
/dev/sdb read 6636437504 1048576
/dev/sdb read 486539264 1048576
/dev/sdb read 2152726528 1048576
/dev/sdb read 9780068352 1048576
/dev/sdb read 3973054464 1048576
/dev/sdb read 2650800128 1048576
/dev/sdb read 1901068288 1048576
/dev/sdb read 10581180416 1048576
/dev/sdb read 10673455104 1048576
/dev/sdb read 3256877056 1048576
/dev/sdb read 2854223872 1048576
/dev/sdb read 3052404736 1048576
/dev/sdb read 9350152192 1048576
/dev/sdb read 3521118208 1048576
/dev/sdb read 7074742272 1048576
/dev/sdb read 7750025216 1048576
/dev/sdb read 10526654464 1048576
/dev/sdb read 8117026816 1048576
/dev/sdb read 9249488896 1048576
/dev/sdb read 4960813056 1048576
/dev/sdb read 1913651200 1048576
/dev/sdb read 4362076160 1048576
/dev/sdb read 4817158144 1048576
/dev/sdb read 4677697536 1048576
/dev/sdb read 5285871616 1048576
/dev/sdb read 8121221120 1048576
/dev/sdb read 4355784704 1048576
/dev/sdb read 9717153792 1048576
/dev/sdb read 9156165632 1048576
/dev/sdb read 1340080128 1048576
/dev/sdb read 2270167040 1048576
/dev/sdb read 9776922624 1048576
/dev/sdb read 5448400896 1048576
/dev/sdb read 10539237376 1048576
/dev/sdb read 6586105856 1048576
/dev/sdb read 10012852224 1048576
/dev/sdb read 8294236160 1048576
/dev/sdb read 2100297728 1048576
/dev/sdb read 3973054464 1048576
/dev/sdb read 3220176896 1048576
/dev/sdb read 8803844096 1048576
/dev/sdb read 3710910464 1048576
/dev/sdb read 3258974208 1048576
/dev/sdb read 1162870784 1048576
/dev/sdb read 5380243456 1048576
/dev/sdb read 3420454912 1048576
/dev/sdb read 8076132352 1048576
/dev/sdb read 9889120256 1048576
/dev/sdb read 479199232 1048576
/dev/sdb read 8879341568 1048576
/dev/sdb read 9997123584 1048576
/dev/sdb read 3898605568 1048576
/dev/sdb read 4020240384 1048576
/dev/sdb read 2839543808 1048576
/dev/sdb read 7478444032 1048576
/dev/sdb read 4732223488 1048576
/dev/sdb read 6982467584 1048576
/dev/sdb read 247463936 1048576
/dev/sdb read 4137680896 1048576
/dev/sdb read 959447040 1048576
/dev/sdb read 1841299456 1048576
/dev/sdb read 9575596032 1048576
/dev/sdb read 4124049408 1048576
/dev/sdb read 4258267136 1048576
/dev/sdb read 4674551808 1048576
/dev/sdb read 8474591232 1048576
/dev/sdb read 8026849280 1048576
/dev/sdb read 7390363648 1048576
/dev/sdb read 5648678912 1048576
/dev/sdb read 30408704 1048576
/dev/sdb read 6074400768 1048576
/dev/sdb read 9378463744 1048576
/dev/sdb read 3261071360 1048576
/dev/sdb read 3893362688 1048576
/dev/sdb read 948961280 1048576
/dev/sdb read 4183818240 1048576
/dev/sdb read 943718400 1048576
/dev/sdb read 1328545792 1048576
/dev/sdb read 2375024640 1048576
/dev/sdb read 4749000704 1048576
/dev/sdb read 6974078976 1048576
/dev/sdb read 1782579200 1048576
/dev/sdb read 741343232 1048576
/dev/sdb read 1957691392 1048576
/dev/sdb read 9792651264 1048576
/dev/sdb read 10537140224 1048576
/dev/sdb read 5695864832 1048576
/dev/sdb read 2607808512 1048576
/dev/sdb read 6652166144 1048576
/dev/sdb read 6951010304 1048576
/dev/sdb read 7355760640 1048576
/dev/sdb read 2351955968 1048576
/dev/sdb read 6676283392 1048576
/dev/sdb read 9618587648 1048576
/dev/sdb read 657457152 1048576
/dev/sdb read 3277848576 1048576
/dev/sdb read 4842323968 1048576
/dev/sdb read 3242196992 1048576
/dev/sdb read 2103443456 1048576
/dev/sdb read 2421161984 1048576
/dev/sdb read 9039773696 1048576
/dev/sdb read 9449766912 1048576
/dev/sdb read 871366656 1048576
/dev/sdb read 9359589376 1048576
/dev/sdb read 4354736128 1048576
/dev/sdb read 4339007488 1048576
/dev/sdb read 5939134464 1048576
/dev/sdb read 923795456 1048576
/dev/sdb read 4189061120 1048576
/dev/sdb read 8628731904 1048576
/dev/sdb read 7765753856 1048576
/dev/sdb read 7799308288 1048576
/dev/sdb read 3793747968 1048576
/dev/sdb read 2179989504 1048576
/dev/sdb read 9308209152 1048576
/dev/sdb read 6812598272 1048576
/dev/sdb read 3499098112 1048576
/dev/sdb read 767557632 1048576
/dev/sdb read 7974420480 1048576
/dev/sdb read 6010437632 1048576
/dev/sdb read 7366246400 1048576
/dev/sdb read 8494514176 1048576
/dev/sdb read 5562695680 1048576
/dev/sdb read 3695181824 1048576
/dev/sdb read 1321205760 1048576
/dev/sdb read 8246001664 1048576
/dev/sdb read 3680501760 1048576
/dev/sdb read 8876195840 1048576
/dev/sdb read 4398776320 1048576
/dev/sdb read 8268021760 1048576
/dev/sdb read 1851785216 1048576
/dev/sdb read 3010461696 1048576
/dev/sdb read 1529872384 1048576
/dev/sdb read 9746513920 1048576
/dev/sdb read 5301600256 1048576
/dev/sdb read 8135901184 1048576
/dev/sdb read 2249195520 1048576
/dev/sdb read 911212544 1048576
/dev/sdb read 3126853632 1048576
/dev/sdb read 9292480512 1048576
/dev/sdb read 1233125376 1048576
/dev/sdb read 4863295488 1048576
/dev/sdb read 5459935232 1048576
/dev/sdb read 8689549312 1048576
/dev/sdb read 7974420480 1048576
/dev/sdb read 7994343424 1048576
/dev/sdb read 6857687040 1048576
/dev/sdb read 9706668032 1048576
/dev/sdb read 4366270464 1048576
/dev/sdb read 4213178368 1048576
/dev/sdb read 9116319744 1048576
/dev/sdb read 8171552768 1048576
/dev/sdb read 2148532224 1048576
/dev/sdb read 1346371584 1048576
/dev/sdb read 7120879616 1048576
/dev/sdb read 4966055936 1048576
/dev/sdb read 10325327872 1048576
/dev/sdb read 3598712832 1048576
/dev/sdb read 9650044928 1048576
/dev/sdb read 9339666432 1048576
/dev/sdb read 3223322624 1048576
/dev/sdb read 5210374144 1048576
/dev/sdb read 8058306560 1048576
/dev/sdb read 9601810432 1048576
/dev/sdb read 1336934400 1048576
/dev/sdb read 3840933888 1048576
/dev/sdb read 1291845632 1048576
/dev/sdb read 6062866432 1048576
/dev/sdb read 2312110080 1048576
/dev/sdb read 9742319616 1048576
/dev/sdb read 4374659072 1048576
/dev/sdb read 6376390656 1048576
/dev/sdb read 9055502336 1048576
/dev/sdb read 844103680 1048576
/dev/sdb read 4348444672 1048576
